Category,Resume
Automation Testing,SKILLS Agile Methodology Scrum Kanban Extreme ProgrammingXP Testdriven development TDD and Feature Driven developmentFDD Domain Industrial Automation Retail Banking Insurance Health care Automation Framework Modular Data driven BPT Hybrid Test automation tool HP UFT TAF Load Runner Selenium Rational Robot DCMTK sikuli languages VB Script C Python Shell Script Bug Tracking Tool Bugzilla Jira HP Quality Control AP Test Clear Quest Version management Clear case Win CVS SVN Database Oracle SQL server MySQL Network Protocols TCPIP HTTP HTTPS VPN FTP LDAP Healthcare DICOM PACS HL7 Image Archiving Image reconstruction Rockwell Automation Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profiles Education Details  Bachelor of Science Computer Science Mumbai Maharashtra Mumbai UniversityQA Automation Lead QA Automation LeadSkill Details C Exprience  63 monthsPYTHON Exprience  109 monthsUFT Exprience  85 monthsSELENIUM Exprience  85 monthsSQL Exprience  69 monthsCompany Details company  Leading Industrial Automationdescription  Responsibilitiesa Test Rockwell Automation embedded systems such as Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profilesa Coordinate with Onsite and Offshore QA leads to design and develop test strategy and test plana Document test plan and test cases base on product Requirement Document and functional specification Discussed and explained the requirement to QA teama Work in Scrum base Agile Methodology and Test Driven development environment with frequent changing requirements and lots of challengesa Document and Published Program Increment Objectives Program Increment planning report Feature Epics Backlog and Storiesa Conduct and Participated in Program Increment Planning Backlog Grooming Sprint Planning Daily Stand Ups Sprint Review and Retrospectivea Perform Automation testing tasks such as Design Create Maintain Execute and peer review test scripts using Test Automation FrameworkTAFa Develop and Execute System integration and GUI integration test using Ca Interact with Business Analysts and Software Developers for bug review and participated in QA meetingsa Work closely with development and engineering department to ensure proper resolution of bugsa Proactively came up with innovative methods to improve software quality test coverage efficiency and regression coveragea Created and Maintained testing documents such as High Level Requirement Test strategy report Test plan Test cases Test execution results Bug report Quality Metrics Traceability Matrix and Testing Summary ReportsEnvironment Logix Designer Factory Talk RSLinx Classic ControlFlash CompareTool IO modules Profiles Test Automation FrameworkTAF C Python Selenium Clear Case Clear Quest UFT Collaborative Lifecycle Management and Versiononecompany  GEHealthcaredescription  Responsibilitiesa Validated GE CT scanners based on FDA compliances and regulationsa Interacted with Clinical experts Business Analysts and Development architect for creation of test strategy and test plana Coordinated with the Offshore QA and Onsite QA team to work on design and develop of test strategies and requirement traceability matrixa Designed Created and executed manual test cases base on product requirement documentsa Increased productivity by initiating use of automation tools like DICOM and QTPa Trained and guided GE team on automation test creation and execution using QTPa Performed testing types such as functional integration performance and regression and Provide test reports to managementa Involved in release support test bed creation  testing throughout release processEnvironment Agile Testdriven development TDD DICOM HL7 Image reconstruction Windows Linux SQL C Python QTP HTML XML QTP VBScripts and QCcompany  PatniGEHealthcare PACSdescription  Responsibilitiesa Validated GE PACS application and tested web application defined for Administration Authentication and Archiving of DICOM imagesa Involved in the creation of Automation framework by using Hybrid and BPT approacha Responsible for creation of Test Bed and Golden Data using DCMTKa Prepared the Test Scenarios Test plan Test cases and Automation Scripts for Integration System and EndtoEnd testing on all applicationsa Designed and developed User defined and Generic functions with wellversed VB scriptinga Descriptive programming in scripting dynamic objects and reusable actions in defining scenario flows in UFTQTPa Reviewed the QTP Scripts developed by the team membersa Supported the QASIT and Regression testing team for environmental issues and Interact with other downstream environment system team for the clarificationsEnvironment Agile Testdriven development TDD GE PACS DICOM HL7 Image reconstruction Image Construction Windows Linux SQL C Python Selenium QTP HTML XML QTP JavaScript VBScripts and QCcompany  HDFC Bank Limiteddescription  Responsibilitiesa Reviewed Business requirements design documents and prepared test cases for assigned project releasesa Performed testing types such as API functional integration System performance regression security and network Provide test reports to managementa Involved in integration testing for release of new functionalitya Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in backend database testing in oracle and Microsoft SQLa Involved in release support test bed setup  testing throughout release processa Automation of test flows using automated tools QTP 10Environment Windows Linux SQL C Python QTP HTML XML QTP JavaScript VBScripts and QCcompany  Vistaar Systems Limiteddescription  Responsibilitiesa Referred Business requirements documents Use case documents and Design documents provided by client and developer for creation of Manual and Automation test casesa Involved in Analysis Design Creation Execution and Debugging of automation scripts using automation tools like Rational Robot QTP and Shell scriptinga Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in Installation of build Maintaining test bed Smoke and Sanitary testing Regression testing Performance testing and Database testing using Rational Robot QTP and Shell scriptingEnvironment Windows Linux SQL Rational Robot V2002 and QTP V 92
Automation Testing,Technical Skills Summary I have completed CORPORATE TRAINING in Manual and Automation Testing at SourceCode Technology Pune a Manual and Automation Testing a SELENIUM IDE TestNG SELENIUM Grid JENKINS Apache POI a Good knowledge in SDLC a Excellent understanding of White Box Testing and Black Box Testing a Good knowledge in Functional Testing Integration Testing and System Testing a Good Exposure in writing Functional and Integration Scenarios a Good understanding of writing of test cases including test case design technique a Good understanding Build and release a Good knowledge on Ad hoc and smoke testing a Excellent understanding of usability reliability and exploratory testing a Excellent knowledge of Globalization and Compatibility Testing a Excellent Understand of STLC a Good knowledge of regression and retesting a Excellent knowledge on Defect tracking and Defect Life Cycle a Good Knowledge on Test plan and Traceability Matrix Internship Project Project Name Resume Extractor Duration 6 months Role Manual And Automation Testing Environment Jdbc Servlets Jsp Technologies Web based Application MS Access2007 The project involved development of a web application Resume extractor provides the technology to analyze mass volume of data to detect resume in data covered which company have into valuable information This project is company sites based on recruitment process Strengths a Able to work in a team a System and Operational Analysis a Good Communication Skills a Active learning and critical thinking a Good interpersonal skills willing to take challenges and more responsibilities a Ability to learn new technologies with minimal time period Education Details January 2015  BCS Computer Science  MGMs College MCA  Pune Maharashtra Computer Science fromJSPM College HSC  Nanded Maharashtra Maharashtra state board SSC  Nanded Maharashtra Maharashtra State BoardSoftware testing Software testingSkill Details APACHE Exprience  6 monthsBLACK BOX Exprience  6 monthsBLACK BOX TESTING Exprience  6 monthsFUNCTIONAL TESTING Exprience  6 monthsINTEGRATION Exprience  6 monthsCompany Details company  Tech Mahindradescription  Software testing in manual and Automationcompany  description  software Test engineer
Automation Testing,Education Details  BTech Electronics And Instrumentation Engineering Jaunpur Uttar Pradesh VBS Purvanchal UniversityAutomation Tester Automation Tester  Tech MahindraSkill Details Company Details company  Tech Mahindradescription  MumbaiMay 2018 to PresentProject  ContributionTech MahindraProject Title Payment Gateway Jio MoneyRole Automation TesterResponsibility  Analyzing the manual test cases to create automation scripts Working on Redwood tool for Automation Maintained regression pack as per the project requirement Performed API testing Created Automation scripts for API testing Enhancing framework to support cross functionality testing  Execute test cases and evaluate test results for both manual and automated testing Maintaining the scripts as per the requirement Adding new automated tests to improve automated test coverage for both functional and regression Performed automation testing analyzing test results and report defect into the bug tracking system and drive issues to resolution Preparation of test data with different test conditions to ensure coverage of business rules Performed Sanity Ad hoc and Regression testing Participated in defect triage meetings with developers to validate the severity of the bug and responsible for tracking of the bug life cycle Worked with development team to ensure testing issues are resolvedProject DescriptionJIO MONEY Jio Payment Gateway provides the Facility to Merchants and Users to enable to pay through the JIO MONEY Features include Purchase Bill Payment load Money short cash purchase Pay to Merchant and Pay to User etcInscriptsProject Title CometChatRole Automation TesterResponsibilityCreated automation framework with bug report using page object and data driven framework with automated email test scriptsHandling QA tickets Coordinate with the development teamProject DescriptionCometChat is the chat solution for your siteapp which will help you grow your customer base exponentially drastically increase the time spent by users The CometChat has several useful features like one on one chat group chat audiovideo call screen sharing Games real time chat translation Mobile apps and desktop messengerProject Title Web trackerRole Sr Software TesterResponsibilityCreation Test Scenarios Test Script and Test CaseExecution of Test CaseAdHoc Manual TestingRegression TestingAutomation Testing Test Scripts using tools such as Selenium WebDriver 20Project DescriptionAccomplishment Web Tracker aims to provide time sheet facility to its customers Release contains the following features which are related to employee time tracking task assignments tracker submission reminders approvals  its notificationsHayaan InfoTechProject Title Real Estate Agent WebsiteRole Sr Software TesterResponsibilityCreation Test Scenarios and Test CaseExecution of Test CaseSmoke TestingBlack Box TestingAdHoc Manual TestingRegression TestingProject DescriptionThis project has WEB page graphical HTML representation of a neighborhood made up of different types of houses and apartments There are several sales people around the country who are all responsible for selling the houses and apartments through Web Site This Web Site help user to Purchase or Request for any Estate PropertyProject Title Ecommerce WebsiteRole Software TesterResponsibilityCreation Test Scenarios and Test CaseExecution of Test CaseAdHoc Manual TestingSmoke TestingBlack Box TestingRegression TestingProject DescriptionThis project includes Order Processing Invoice Generated and Printing Packaging Slip Order Payment Return material Authorization Label Sheet Printing The Order Processing of that application is very big There are 3 main entities which are involved in the Order Processing Customer Sales Person and AdminProject Title Enquiry to Invoice SystemRole Software TesterResponsibilityCreation Test Scenarios and Test CaseExecution of Test CaseSmoke TestingBlack Box TestingAdHoc Manual TestingRegression TestingProject DescriptionThis application is browserbased application to reduce investment in hardware and software The proposed system contains following module which offers database management and reporting of various activity of company This application comprise of following module Inquiry and Estimation Quotation  Negotiation Purchase Order System Delivery System MIS Reportscompany  Inscripts India Pvt Ltddescription  company  Haayan InfoTech Pvt Ltddescription  
Automation Testing,TECHNICAL SKILLS Languages Core Java Automation Testing Tool Selenium with web driver and IDE DBMS MS SQL Server 20002005 Oracle 10g Operating System WindowsXP710 Education Details  BSCIT   Mumbai UniversityAutomation Tester Automation and Manual TesterSkill Details DATABASE MANAGEMENT SYSTEM Exprience  6 monthsDBMS Exprience  6 monthsJAVA Exprience  6 monthsMS SQL SERVER Exprience  6 monthsMS SQL SERVER 2000 Exprience  6 monthsCompany Details company  Capgemini India Pvt Ltddescription  Worked on Manual as well as automation testingStarted carrier as manual tester then after that moved to automation testing Now working as automation tester Worked on Selenium Webdrivercompany  Nadescription  Currently working with Capgemini Airoli as Consultant from 06th May 2013 to till thedate
Automation Testing,SKILLS Agile Methodology Scrum Kanban Extreme ProgrammingXP Testdriven development TDD and Feature Driven developmentFDD Domain Industrial Automation Retail Banking Insurance Health care Automation Framework Modular Data driven BPT Hybrid Test automation tool HP UFT TAF Load Runner Selenium Rational Robot DCMTK sikuli languages VB Script C Python Shell Script Bug Tracking Tool Bugzilla Jira HP Quality Control AP Test Clear Quest Version management Clear case Win CVS SVN Database Oracle SQL server MySQL Network Protocols TCPIP HTTP HTTPS VPN FTP LDAP Healthcare DICOM PACS HL7 Image Archiving Image reconstruction Rockwell Automation Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profiles Education Details  Bachelor of Science Computer Science Mumbai Maharashtra Mumbai UniversityQA Automation Lead QA Automation LeadSkill Details C Exprience  63 monthsPYTHON Exprience  109 monthsUFT Exprience  85 monthsSELENIUM Exprience  85 monthsSQL Exprience  69 monthsCompany Details company  Leading Industrial Automationdescription  Responsibilitiesa Test Rockwell Automation embedded systems such as Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profilesa Coordinate with Onsite and Offshore QA leads to design and develop test strategy and test plana Document test plan and test cases base on product Requirement Document and functional specification Discussed and explained the requirement to QA teama Work in Scrum base Agile Methodology and Test Driven development environment with frequent changing requirements and lots of challengesa Document and Published Program Increment Objectives Program Increment planning report Feature Epics Backlog and Storiesa Conduct and Participated in Program Increment Planning Backlog Grooming Sprint Planning Daily Stand Ups Sprint Review and Retrospectivea Perform Automation testing tasks such as Design Create Maintain Execute and peer review test scripts using Test Automation FrameworkTAFa Develop and Execute System integration and GUI integration test using Ca Interact with Business Analysts and Software Developers for bug review and participated in QA meetingsa Work closely with development and engineering department to ensure proper resolution of bugsa Proactively came up with innovative methods to improve software quality test coverage efficiency and regression coveragea Created and Maintained testing documents such as High Level Requirement Test strategy report Test plan Test cases Test execution results Bug report Quality Metrics Traceability Matrix and Testing Summary ReportsEnvironment Logix Designer Factory Talk RSLinx Classic ControlFlash CompareTool IO modules Profiles Test Automation FrameworkTAF C Python Selenium Clear Case Clear Quest UFT Collaborative Lifecycle Management and Versiononecompany  GEHealthcaredescription  Responsibilitiesa Validated GE CT scanners based on FDA compliances and regulationsa Interacted with Clinical experts Business Analysts and Development architect for creation of test strategy and test plana Coordinated with the Offshore QA and Onsite QA team to work on design and develop of test strategies and requirement traceability matrixa Designed Created and executed manual test cases base on product requirement documentsa Increased productivity by initiating use of automation tools like DICOM and QTPa Trained and guided GE team on automation test creation and execution using QTPa Performed testing types such as functional integration performance and regression and Provide test reports to managementa Involved in release support test bed creation  testing throughout release processEnvironment Agile Testdriven development TDD DICOM HL7 Image reconstruction Windows Linux SQL C Python QTP HTML XML QTP VBScripts and QCcompany  PatniGEHealthcare PACSdescription  Responsibilitiesa Validated GE PACS application and tested web application defined for Administration Authentication and Archiving of DICOM imagesa Involved in the creation of Automation framework by using Hybrid and BPT approacha Responsible for creation of Test Bed and Golden Data using DCMTKa Prepared the Test Scenarios Test plan Test cases and Automation Scripts for Integration System and EndtoEnd testing on all applicationsa Designed and developed User defined and Generic functions with wellversed VB scriptinga Descriptive programming in scripting dynamic objects and reusable actions in defining scenario flows in UFTQTPa Reviewed the QTP Scripts developed by the team membersa Supported the QASIT and Regression testing team for environmental issues and Interact with other downstream environment system team for the clarificationsEnvironment Agile Testdriven development TDD GE PACS DICOM HL7 Image reconstruction Image Construction Windows Linux SQL C Python Selenium QTP HTML XML QTP JavaScript VBScripts and QCcompany  HDFC Bank Limiteddescription  Responsibilitiesa Reviewed Business requirements design documents and prepared test cases for assigned project releasesa Performed testing types such as API functional integration System performance regression security and network Provide test reports to managementa Involved in integration testing for release of new functionalitya Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in backend database testing in oracle and Microsoft SQLa Involved in release support test bed setup  testing throughout release processa Automation of test flows using automated tools QTP 10Environment Windows Linux SQL C Python QTP HTML XML QTP JavaScript VBScripts and QCcompany  Vistaar Systems Limiteddescription  Responsibilitiesa Referred Business requirements documents Use case documents and Design documents provided by client and developer for creation of Manual and Automation test casesa Involved in Analysis Design Creation Execution and Debugging of automation scripts using automation tools like Rational Robot QTP and Shell scriptinga Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in Installation of build Maintaining test bed Smoke and Sanitary testing Regression testing Performance testing and Database testing using Rational Robot QTP and Shell scriptingEnvironment Windows Linux SQL Rational Robot V2002 and QTP V 92
Automation Testing,Technical Skills Summary I have completed CORPORATE TRAINING in Manual and Automation Testing at SourceCode Technology Pune a Manual and Automation Testing a SELENIUM IDE TestNG SELENIUM Grid JENKINS Apache POI a Good knowledge in SDLC a Excellent understanding of White Box Testing and Black Box Testing a Good knowledge in Functional Testing Integration Testing and System Testing a Good Exposure in writing Functional and Integration Scenarios a Good understanding of writing of test cases including test case design technique a Good understanding Build and release a Good knowledge on Ad hoc and smoke testing a Excellent understanding of usability reliability and exploratory testing a Excellent knowledge of Globalization and Compatibility Testing a Excellent Understand of STLC a Good knowledge of regression and retesting a Excellent knowledge on Defect tracking and Defect Life Cycle a Good Knowledge on Test plan and Traceability Matrix Internship Project Project Name Resume Extractor Duration 6 months Role Manual And Automation Testing Environment Jdbc Servlets Jsp Technologies Web based Application MS Access2007 The project involved development of a web application Resume extractor provides the technology to analyze mass volume of data to detect resume in data covered which company have into valuable information This project is company sites based on recruitment process Strengths a Able to work in a team a System and Operational Analysis a Good Communication Skills a Active learning and critical thinking a Good interpersonal skills willing to take challenges and more responsibilities a Ability to learn new technologies with minimal time period Education Details January 2015  BCS Computer Science  MGMs College MCA  Pune Maharashtra Computer Science fromJSPM College HSC  Nanded Maharashtra Maharashtra state board SSC  Nanded Maharashtra Maharashtra State BoardSoftware testing Software testingSkill Details APACHE Exprience  6 monthsBLACK BOX Exprience  6 monthsBLACK BOX TESTING Exprience  6 monthsFUNCTIONAL TESTING Exprience  6 monthsINTEGRATION Exprience  6 monthsCompany Details company  Tech Mahindradescription  Software testing in manual and Automationcompany  description  software Test engineer
Automation Testing,SKILLS Agile Methodology Scrum Kanban Extreme ProgrammingXP Testdriven development TDD and Feature Driven developmentFDD Domain Industrial Automation Retail Banking Insurance Health care Automation Framework Modular Data driven BPT Hybrid Test automation tool HP UFT TAF Load Runner Selenium Rational Robot DCMTK sikuli languages VB Script C Python Shell Script Bug Tracking Tool Bugzilla Jira HP Quality Control AP Test Clear Quest Version management Clear case Win CVS SVN Database Oracle SQL server MySQL Network Protocols TCPIP HTTP HTTPS VPN FTP LDAP Healthcare DICOM PACS HL7 Image Archiving Image reconstruction Rockwell Automation Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profiles Education Details  Bachelor of Science Computer Science Mumbai Maharashtra Mumbai UniversityQA Automation Lead QA Automation LeadSkill Details C Exprience  63 monthsPYTHON Exprience  109 monthsUFT Exprience  85 monthsSELENIUM Exprience  85 monthsSQL Exprience  69 monthsCompany Details company  Leading Industrial Automationdescription  Responsibilitiesa Test Rockwell Automation embedded systems such as Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profilesa Coordinate with Onsite and Offshore QA leads to design and develop test strategy and test plana Document test plan and test cases base on product Requirement Document and functional specification Discussed and explained the requirement to QA teama Work in Scrum base Agile Methodology and Test Driven development environment with frequent changing requirements and lots of challengesa Document and Published Program Increment Objectives Program Increment planning report Feature Epics Backlog and Storiesa Conduct and Participated in Program Increment Planning Backlog Grooming Sprint Planning Daily Stand Ups Sprint Review and Retrospectivea Perform Automation testing tasks such as Design Create Maintain Execute and peer review test scripts using Test Automation FrameworkTAFa Develop and Execute System integration and GUI integration test using Ca Interact with Business Analysts and Software Developers for bug review and participated in QA meetingsa Work closely with development and engineering department to ensure proper resolution of bugsa Proactively came up with innovative methods to improve software quality test coverage efficiency and regression coveragea Created and Maintained testing documents such as High Level Requirement Test strategy report Test plan Test cases Test execution results Bug report Quality Metrics Traceability Matrix and Testing Summary ReportsEnvironment Logix Designer Factory Talk RSLinx Classic ControlFlash CompareTool IO modules Profiles Test Automation FrameworkTAF C Python Selenium Clear Case Clear Quest UFT Collaborative Lifecycle Management and Versiononecompany  GEHealthcaredescription  Responsibilitiesa Validated GE CT scanners based on FDA compliances and regulationsa Interacted with Clinical experts Business Analysts and Development architect for creation of test strategy and test plana Coordinated with the Offshore QA and Onsite QA team to work on design and develop of test strategies and requirement traceability matrixa Designed Created and executed manual test cases base on product requirement documentsa Increased productivity by initiating use of automation tools like DICOM and QTPa Trained and guided GE team on automation test creation and execution using QTPa Performed testing types such as functional integration performance and regression and Provide test reports to managementa Involved in release support test bed creation  testing throughout release processEnvironment Agile Testdriven development TDD DICOM HL7 Image reconstruction Windows Linux SQL C Python QTP HTML XML QTP VBScripts and QCcompany  PatniGEHealthcare PACSdescription  Responsibilitiesa Validated GE PACS application and tested web application defined for Administration Authentication and Archiving of DICOM imagesa Involved in the creation of Automation framework by using Hybrid and BPT approacha Responsible for creation of Test Bed and Golden Data using DCMTKa Prepared the Test Scenarios Test plan Test cases and Automation Scripts for Integration System and EndtoEnd testing on all applicationsa Designed and developed User defined and Generic functions with wellversed VB scriptinga Descriptive programming in scripting dynamic objects and reusable actions in defining scenario flows in UFTQTPa Reviewed the QTP Scripts developed by the team membersa Supported the QASIT and Regression testing team for environmental issues and Interact with other downstream environment system team for the clarificationsEnvironment Agile Testdriven development TDD GE PACS DICOM HL7 Image reconstruction Image Construction Windows Linux SQL C Python Selenium QTP HTML XML QTP JavaScript VBScripts and QCcompany  HDFC Bank Limiteddescription  Responsibilitiesa Reviewed Business requirements design documents and prepared test cases for assigned project releasesa Performed testing types such as API functional integration System performance regression security and network Provide test reports to managementa Involved in integration testing for release of new functionalitya Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in backend database testing in oracle and Microsoft SQLa Involved in release support test bed setup  testing throughout release processa Automation of test flows using automated tools QTP 10Environment Windows Linux SQL C Python QTP HTML XML QTP JavaScript VBScripts and QCcompany  Vistaar Systems Limiteddescription  Responsibilitiesa Referred Business requirements documents Use case documents and Design documents provided by client and developer for creation of Manual and Automation test casesa Involved in Analysis Design Creation Execution and Debugging of automation scripts using automation tools like Rational Robot QTP and Shell scriptinga Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in Installation of build Maintaining test bed Smoke and Sanitary testing Regression testing Performance testing and Database testing using Rational Robot QTP and Shell scriptingEnvironment Windows Linux SQL Rational Robot V2002 and QTP V 92
Automation Testing,Technical Skills Summary I have completed CORPORATE TRAINING in Manual and Automation Testing at SourceCode Technology Pune a Manual and Automation Testing a SELENIUM IDE TestNG SELENIUM Grid JENKINS Apache POI a Good knowledge in SDLC a Excellent understanding of White Box Testing and Black Box Testing a Good knowledge in Functional Testing Integration Testing and System Testing a Good Exposure in writing Functional and Integration Scenarios a Good understanding of writing of test cases including test case design technique a Good understanding Build and release a Good knowledge on Ad hoc and smoke testing a Excellent understanding of usability reliability and exploratory testing a Excellent knowledge of Globalization and Compatibility Testing a Excellent Understand of STLC a Good knowledge of regression and retesting a Excellent knowledge on Defect tracking and Defect Life Cycle a Good Knowledge on Test plan and Traceability Matrix Internship Project Project Name Resume Extractor Duration 6 months Role Manual And Automation Testing Environment Jdbc Servlets Jsp Technologies Web based Application MS Access2007 The project involved development of a web application Resume extractor provides the technology to analyze mass volume of data to detect resume in data covered which company have into valuable information This project is company sites based on recruitment process Strengths a Able to work in a team a System and Operational Analysis a Good Communication Skills a Active learning and critical thinking a Good interpersonal skills willing to take challenges and more responsibilities a Ability to learn new technologies with minimal time period Education Details January 2015  BCS Computer Science  MGMs College MCA  Pune Maharashtra Computer Science fromJSPM College HSC  Nanded Maharashtra Maharashtra state board SSC  Nanded Maharashtra Maharashtra State BoardSoftware testing Software testingSkill Details APACHE Exprience  6 monthsBLACK BOX Exprience  6 monthsBLACK BOX TESTING Exprience  6 monthsFUNCTIONAL TESTING Exprience  6 monthsINTEGRATION Exprience  6 monthsCompany Details company  Tech Mahindradescription  Software testing in manual and Automationcompany  description  software Test engineer
Automation Testing,SKILLS Agile Methodology Scrum Kanban Extreme ProgrammingXP Testdriven development TDD and Feature Driven developmentFDD Domain Industrial Automation Retail Banking Insurance Health care Automation Framework Modular Data driven BPT Hybrid Test automation tool HP UFT TAF Load Runner Selenium Rational Robot DCMTK sikuli languages VB Script C Python Shell Script Bug Tracking Tool Bugzilla Jira HP Quality Control AP Test Clear Quest Version management Clear case Win CVS SVN Database Oracle SQL server MySQL Network Protocols TCPIP HTTP HTTPS VPN FTP LDAP Healthcare DICOM PACS HL7 Image Archiving Image reconstruction Rockwell Automation Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profiles Education Details  Bachelor of Science Computer Science Mumbai Maharashtra Mumbai UniversityQA Automation Lead QA Automation LeadSkill Details C Exprience  63 monthsPYTHON Exprience  109 monthsUFT Exprience  85 monthsSELENIUM Exprience  85 monthsSQL Exprience  69 monthsCompany Details company  Leading Industrial Automationdescription  Responsibilitiesa Test Rockwell Automation embedded systems such as Logix Designer Factory Talk RSLinx Classic Control Flash Compare Tool IO modules and Profilesa Coordinate with Onsite and Offshore QA leads to design and develop test strategy and test plana Document test plan and test cases base on product Requirement Document and functional specification Discussed and explained the requirement to QA teama Work in Scrum base Agile Methodology and Test Driven development environment with frequent changing requirements and lots of challengesa Document and Published Program Increment Objectives Program Increment planning report Feature Epics Backlog and Storiesa Conduct and Participated in Program Increment Planning Backlog Grooming Sprint Planning Daily Stand Ups Sprint Review and Retrospectivea Perform Automation testing tasks such as Design Create Maintain Execute and peer review test scripts using Test Automation FrameworkTAFa Develop and Execute System integration and GUI integration test using Ca Interact with Business Analysts and Software Developers for bug review and participated in QA meetingsa Work closely with development and engineering department to ensure proper resolution of bugsa Proactively came up with innovative methods to improve software quality test coverage efficiency and regression coveragea Created and Maintained testing documents such as High Level Requirement Test strategy report Test plan Test cases Test execution results Bug report Quality Metrics Traceability Matrix and Testing Summary ReportsEnvironment Logix Designer Factory Talk RSLinx Classic ControlFlash CompareTool IO modules Profiles Test Automation FrameworkTAF C Python Selenium Clear Case Clear Quest UFT Collaborative Lifecycle Management and Versiononecompany  GEHealthcaredescription  Responsibilitiesa Validated GE CT scanners based on FDA compliances and regulationsa Interacted with Clinical experts Business Analysts and Development architect for creation of test strategy and test plana Coordinated with the Offshore QA and Onsite QA team to work on design and develop of test strategies and requirement traceability matrixa Designed Created and executed manual test cases base on product requirement documentsa Increased productivity by initiating use of automation tools like DICOM and QTPa Trained and guided GE team on automation test creation and execution using QTPa Performed testing types such as functional integration performance and regression and Provide test reports to managementa Involved in release support test bed creation  testing throughout release processEnvironment Agile Testdriven development TDD DICOM HL7 Image reconstruction Windows Linux SQL C Python QTP HTML XML QTP VBScripts and QCcompany  PatniGEHealthcare PACSdescription  Responsibilitiesa Validated GE PACS application and tested web application defined for Administration Authentication and Archiving of DICOM imagesa Involved in the creation of Automation framework by using Hybrid and BPT approacha Responsible for creation of Test Bed and Golden Data using DCMTKa Prepared the Test Scenarios Test plan Test cases and Automation Scripts for Integration System and EndtoEnd testing on all applicationsa Designed and developed User defined and Generic functions with wellversed VB scriptinga Descriptive programming in scripting dynamic objects and reusable actions in defining scenario flows in UFTQTPa Reviewed the QTP Scripts developed by the team membersa Supported the QASIT and Regression testing team for environmental issues and Interact with other downstream environment system team for the clarificationsEnvironment Agile Testdriven development TDD GE PACS DICOM HL7 Image reconstruction Image Construction Windows Linux SQL C Python Selenium QTP HTML XML QTP JavaScript VBScripts and QCcompany  HDFC Bank Limiteddescription  Responsibilitiesa Reviewed Business requirements design documents and prepared test cases for assigned project releasesa Performed testing types such as API functional integration System performance regression security and network Provide test reports to managementa Involved in integration testing for release of new functionalitya Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in backend database testing in oracle and Microsoft SQLa Involved in release support test bed setup  testing throughout release processa Automation of test flows using automated tools QTP 10Environment Windows Linux SQL C Python QTP HTML XML QTP JavaScript VBScripts and QCcompany  Vistaar Systems Limiteddescription  Responsibilitiesa Referred Business requirements documents Use case documents and Design documents provided by client and developer for creation of Manual and Automation test casesa Involved in Analysis Design Creation Execution and Debugging of automation scripts using automation tools like Rational Robot QTP and Shell scriptinga Testing critical bugs fixes and coordinate with developer in fixing these critical bugsa Involved in Installation of build Maintaining test bed Smoke and Sanitary testing Regression testing Performance testing and Database testing using Rational Robot QTP and Shell scriptingEnvironment Windows Linux SQL Rational Robot V2002 and QTP V 92
Automation Testing,Technical Skills Summary I have completed CORPORATE TRAINING in Manual and Automation Testing at SourceCode Technology Pune a Manual and Automation Testing a SELENIUM IDE TestNG SELENIUM Grid JENKINS Apache POI a Good knowledge in SDLC a Excellent understanding of White Box Testing and Black Box Testing a Good knowledge in Functional Testing Integration Testing and System Testing a Good Exposure in writing Functional and Integration Scenarios a Good understanding of writing of test cases including test case design technique a Good understanding Build and release a Good knowledge on Ad hoc and smoke testing a Excellent understanding of usability reliability and exploratory testing a Excellent knowledge of Globalization and Compatibility Testing a Excellent Understand of STLC a Good knowledge of regression and retesting a Excellent knowledge on Defect tracking and Defect Life Cycle a Good Knowledge on Test plan and Traceability Matrix Internship Project Project Name Resume Extractor Duration 6 months Role Manual And Automation Testing Environment Jdbc Servlets Jsp Technologies Web based Application MS Access2007 The project involved development of a web application Resume extractor provides the technology to analyze mass volume of data to detect resume in data covered which company have into valuable information This project is company sites based on recruitment process Strengths a Able to work in a team a System and Operational Analysis a Good Communication Skills a Active learning and critical thinking a Good interpersonal skills willing to take challenges and more responsibilities a Ability to learn new technologies with minimal time period Education Details January 2015  BCS Computer Science  MGMs College MCA  Pune Maharashtra Computer Science fromJSPM College HSC  Nanded Maharashtra Maharashtra state board SSC  Nanded Maharashtra Maharashtra State BoardSoftware testing Software testingSkill Details APACHE Exprience  6 monthsBLACK BOX Exprience  6 monthsBLACK BOX TESTING Exprience  6 monthsFUNCTIONAL TESTING Exprience  6 monthsINTEGRATION Exprience  6 monthsCompany Details company  Tech Mahindradescription  Software testing in manual and Automationcompany  description  software Test engineer
